api_number,tophole_longitude__deg,tophole_latitude__deg,bottomhole_longitude__deg,bottomhole_latitude__deg,well_number,lease_name,permitted_well_type,permit_type,pad,operator_name,play_name,state_name,county_name,basin_name,reservoir_name,field_name,permit_date,drilling_start_date,drilling_end_date,completion_date,tvd__ft,measured_depth__ft,lateral_length__ft,drilltime__day,fracture_stages,fracture_fluid__ugl,proppant__lbs,gravity__api
35073265290000,-97.731926,35.871534,-97.731926,35.871534,7-9mh,Mouse Rat 1605,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/21/2019,4/22/2019,5/2/2019,6/24/2019,6776,12004,4966.6,11,,6161767,3024269.392,
35085213010000,-97.24892944,33.96823194,-97.24892944,33.96823194,1-12h7x8,Warren,Oil & Gas,Horizontal,Yes,Kaiser Francis,SCOOP-STACK-Cana,Oklahoma,Love,Ardmore Mariettas Basins,Woodford,Undetermined,4/9/2019,4/10/2019,5/29/2019,8/28/2019,13874,14084,,50,,2.01E+07,2.00E+07,
35017249860000,-98.09890044,35.61011995,-98.099412,35.623375,2-7h,Thompson,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Undetermined,4/8/2017,4/9/2017,5/1/2017,7/23/2017,11490,16349,4616.05,23,,1.23E+07,1.55E+07,55
35049251160000,-97.54328333,34.71076305,-97.544594,34.739193,1-20-17 wxh,Gannett,Oil & Gas,Horizontal,Yes,Casillas Operating,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,4/6/2017,4/7/2017,5/19/2017,6/27/2017,11132,21537,9884.75,43,,3.20E+07,2.91E+07,
35073255730000,-98.0992687,36.078565,-98.10041,36.092021,1-31mh,Irving,Oil & Gas,Horizontal,Yes,Crawley Petroleum,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,4/18/2017,4/19/2017,5/22/2017,9/21/2017,7846,12525,4445.05,34,,8449659,8510439.69,37.599998
35011237730000,-98.48946753,35.85669724,-98.489297,35.870129,1h,Otter 16-16N-12W,Oil & Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/26/2017,6/27/2017,7/30/2017,12/22/2017,10701,15843,4884.9,34,,9850638,1.23E+07,47
35051241170000,-98.015705,35.36394805,-98.015705,35.36394805,1h-0235x,Hines Federal,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,4/24/2017,4/25/2017,6/7/2017,8/26/2017,11639,21634,9495.25,44,,2.77E+07,2.60E+07,53.200001
35073255860000,-98.14140175,35.81277777,-98.141117,35.826514,9h-34 um,Velta June,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/16/2017,4/17/2017,8/6/2017,12/23/2017,9321,14748,5155.65,112,,,,44
35017249900000,-97.867133,35.463952,-97.865137,35.443436,1h-05-08,Elmenhorst,Oil & Gas,Horizontal,Yes,Travis Peak Resources,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/1/2017,4/2/2017,4/22/2017,7/24/2017,9526,16675,6791.55,21,,2.37E+07,1.80E+07,50
35043235080000,-98.67814441,36.05865836,-98.6784,36.07226,3-1h,Robinson,Oil & Gas,Horizontal,Yes,Comanche Exploration,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/11/2017,4/12/2017,5/20/2017,1/26/2018,9814,14745,4684.45,39,,1.25E+07,5815101.368,
35017249910000,-98.27855299,35.69484871,-98.27855299,35.69484871,2h-1720x,Nadyne Ice Burress,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Undetermined,4/9/2017,4/10/2017,6/16/2017,9/27/2017,12525,22212,9202.65,68,,2.46E+07,3.15E+07,56
35051241200000,-97.69707333,35.31303444,-97.69707333,35.31303444,1xh,Griffin 26-35-10-5,Oil & Gas,Horizontal,Yes,Roan Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,10/4/2017,10/5/2017,11/9/2017,12/18/2017,9081,16820,7352.05,36,,1.37E+07,1.16E+07,
35153236030000,-98.99569,36.27622,-98.993953,36.303133,1-23h14h,DMR Trust 2117,Oil & Gas,Horizontal,Yes,SandRidge Energy,SCOOP-STACK-Cana,Oklahoma,Woodward,Anadarko Basin-Anadarko,Mississippian,Undetermined,5/13/2017,5/14/2017,7/2/2017,8/25/2017,8665,18849,9674.8,50,,,,41
35073256000000,-97.711895,35.870838,-97.711895,35.870838,1-10hh,John,Oil & Gas,Horizontal,Yes,Payne Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Hunton,Undetermined,5/9/2017,5/10/2017,5/28/2017,7/6/2017,7056,12225,4910.55,19,,8203635,5931739.754,
35073256040000,-97.94212341,35.94538116,-97.94212341,35.94538116,3h,OK State 18-17-6,Oil & Gas,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,4/17/2017,4/18/2017,6/27/2017,7/21/2017,6602,11648,4793.7,71,,,,
35073256070000,-97.83332388,35.81213305,-97.833189,35.826955,1606 1H-34,Kaitlyn,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/12/2017,4/20/2017,,6/23/2017,7737,12915,4919.1,,,1.17E+07,6456406.875,40
35011237790000,-98.50651444,35.81273694,-98.501056,35.83909,1h-3229x,Perine Bia,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,5/24/2017,5/25/2017,8/1/2017,11/4/2017,11194,21574,9861,69,,2.40E+07,2.82E+07,52.799999
35017249950000,-97.8139,35.5391,-97.81395381,35.52597537,1-3mh,Mach 1206,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,5/8/2017,5/9/2017,5/21/2017,6/27/2017,8430,13459,4777.55,13,,5911561,7301020.478,42
35051241270000,-97.81367676,34.83579067,-97.812471,34.854506,6-10x3h,North Cheyenne,Oil & Gas,Horizontal,Yes,Gulfport Energy,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,8/11/2018,8/12/2018,9/30/2017,1/18/2018,15198,21753,6227.25,,,1.21E+07,1.06E+07,
35087220730000,-97.63447777,34.95638805,-97.633802,34.984699,1-28-21-mxh,Indultado,Oil & Gas,Horizontal,Yes,Casillas Operating,SCOOP-STACK-Cana,Oklahoma,McClain,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/24/2017,4/25/2017,5/17/2017,6/6/2017,10902,21185,9768.85,23,,2.92E+07,2.49E+07,
35073256110000,-97.783991,35.769835,-97.781437,35.755271,1-24mh,Old Crab 1506,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/18/2017,4/19/2017,5/2/2017,7/2/2017,7637,12576,4692.05,14,,1.23E+07,6025720.763,39
35073256120000,-97.868915,35.78321,-97.868915,35.78321,2-17mh,Eve 1506,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/8/2017,6/9/2017,6/20/2017,9/20/2017,7827,12778,4703.45,12,,1.02E+07,9973814.306,
35073256170000,-97.94212341,35.94538116,-97.94212341,35.94538116,8-17MH,Eve 1506,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,4/20/2017,6/7/2017,,6/17/2017,7957,33020,,,,,,
35051241310000,-97.83931,34.95752,-97.839042,34.942719,1h,Scott 33-6-6,Oil & Gas,Horizontal,Yes,Red Wolf Operating,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,5/18/2017,5/19/2017,8/17/2017,1/15/2018,15466,20283,4576.15,91,,1.34E+07,1.00E+07,
35017250020000,-97.88160888,35.697495,-97.883114,35.725642,1406 3h-6x,Jackson,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/28/2017,4/29/2017,,8/31/2017,8234,19212,10429.1,,,2.04E+07,2.20E+07,40
35073256210000,-97.78287,35.94357,-97.783443,35.927697,7-24mh,Foster 1706,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,5/12/2017,5/13/2017,5/26/2017,10/29/2017,7223,12219,4746.2,14,,1.11E+07,6481072.182,39
35073256230000,-97.865331,35.969926,-97.867252,35.985504,2h,Mueggenborg 5-17-6,Oil & Gas,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,5/9/2017,5/10/2017,9/1/2017,10/7/2017,6549,11961,5141.4,115,,,,40.110001
35051241340000,-97.83099,35.24701,-97.830666,35.26580222,1h-28-21,Umbach Estate Properties,Oil & Gas,Horizontal,Yes,Travis Peak Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/27/2017,4/28/2017,6/2/2017,8/7/2017,10966,18167,6840.95,36,,2.21E+07,1.72E+07,52
35011237900000,-98.526789,35.624001,-98.526789,35.624001,1-1-36xh,Dr.,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,5/5/2017,5/6/2017,7/2/2017,5/7/2018,14064,24595,,58,,3.70E+07,2.97E+07,
35015232800000,-98.11443037,35.37683029,-98.11443037,35.37683029,1h-3526x,McDonald,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Woodford,Undetermined,7/5/2017,7/6/2017,8/20/2017,3/9/2018,12908,23210,9786.9,46,,1.92E+07,1.73E+07,
35073256290000,-97.754986,36.145545,-97.752452,36.130897,1-8mh,Raisin Cane 1905,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,5/5/2017,5/6/2017,5/18/2017,9/6/2017,6719,11397,4444.1,13,,1.23E+07,5846610.837,39
35049251260000,-97.59038472,34.71277777,-97.588037,34.738907,4h-14x,"FERGUSON, C.O.",Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Hunton,Undetermined,5/12/2017,5/13/2017,6/22/2017,1/10/2018,12713,20820,7701.65,41,,1.59E+07,1.21E+07,49
35049251270000,-97.590385,34.71296833,-97.590061,34.738669,5h-14x,"FERGUSON, C.O.",Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Hunton,Undetermined,5/14/2017,5/15/2017,7/13/2017,1/10/2018,12700,20459,7371.05,60,,1.51E+07,1.14E+07,51
35011237960000,-98.38153,35.740404,-98.38153,35.740404,1-28h,Redman Bia,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/27/2017,6/28/2017,8/9/2017,8/26/2017,11556,16503,4699.65,43,,8880310,1.14E+07,
35073256340000,-97.95144388,36.13080055,-97.952145,36.117699,1h,Sambhar 19-07-16,Oil & Gas,Horizontal,Yes,Chisholm Oil & Gas,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,8/5/2017,8/6/2017,8/29/2017,10/15/2017,7586,12435,4606.55,24,,1.11E+07,4863529.51,37
35051241390000,-97.760162,34.891996,-97.759701,34.913018,1-18-19wxh,Lightner 0505,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,10/29/2017,10/30/2017,12/22/2017,4/24/2018,14118,21305,6827.65,54,,1.43E+07,1.24E+07,60
35017250100000,-98.07803913,35.39163469,-98.07803913,35.39163469,1h-32-5,Vickrey,Oil & Gas,Horizontal,Yes,Citizen Energy III,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian-Woodford,Undetermined,5/22/2017,5/23/2017,7/10/2017,10/18/2017,12777,12777,,49,,1.62E+07,1.69E+07,50.5
35017250110000,-97.8451,35.46391,-97.847409,35.478819,1-33mh,Gutierrez 1206,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,5/23/2017,5/24/2017,6/4/2017,7/4/2017,9024,14155,4874.45,12,,7509924,1.11E+07,49.799999
35051241400000,-97.760229,34.891996,-97.7617,34.912892,2-18-19wxh,Lightner 0505,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,1/2/2018,1/3/2018,2/15/2018,5/19/2018,14326,21326,6650,44,,339887,790505.0214,63
35011237970000,-98.562213,35.654748,-98.562213,35.654748,1-27-22xh,Wald Ranch Federal,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,5/11/2017,5/12/2017,6/17/2017,10/31/2017,13746,23650,9408.8,37,,2.71E+07,2.16E+07,
35051241430000,-97.70534138,35.26107611,-97.704587,35.290716,1xh,Collins 11-2-9-5,Oil & Gas,Horizontal,Yes,Roan Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/26/2017,6/27/2017,8/21/2017,12/23/2017,9205,20170,10416.75,56,,2.22E+07,2.02E+07,
35051241440000,-97.80906346,34.83497508,-97.809712,34.854587,8-10x3h,North Cheyenne,Oil & Gas,Horizontal,Yes,Gulfport Energy,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,7/10/2017,7/11/2017,9/16/2017,1/13/2018,15141,22050,6563.55,68,,1.43E+07,1.58E+07,
35073256410000,-97.94212341,35.94538116,-97.94212341,35.94538116,1h,Redtail 13-15N-8W,Oil & Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,7/15/2017,7/16/2017,8/2/2017,10/26/2017,8783,13693,4664.5,18,,,,43
35043235150000,-98.89707,36.11604,-98.89534,36.129647,1h,Pamela 15-19N-16W,Oil & Gas,Horizontal,Yes,Tapstone Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,8/5/2017,8/6/2017,9/23/2017,12/15/2017,10933,15951,4767.1,49,,,,48
35073256440000,-97.86114083,35.78311444,-97.864353,35.769673,4-17mha,Eve 1506,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,7/2/2017,7/3/2017,7/23/2017,9/20/2017,7789,12364,4346.25,21,,8836031,1.16E+07,39
35051241490000,-97.832321,34.95607,-97.834699,34.942687,3h,Scott 33-6-6,Oil & Gas,Horizontal,Yes,Red Wolf Operating,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,5/24/2017,5/25/2017,9/29/2017,1/10/2018,15438,20219,4541.95,,,1.22E+07,9539256.569,59
35051241510000,-97.503961,34.572149,-97.503961,34.572149,5h,Scott 33-6-6,Oil & Gas,Horizontal,Yes,Red Wolf Operating,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,5/29/2017,5/30/2017,10/18/2017,12/27/2017,16250,20375,3918.75,,,1.29E+07,9932904.617,59.5
35051241540000,-97.78625,35.03018,-97.785727,35.058058,1-36-25xh,Pyle,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,6/2/2017,6/3/2017,7/24/2017,2/6/2018,12615,22974,9841.05,52,,2.62E+07,2.58E+07,48.939999
35017250160000,-97.9423,35.5939,-97.9421,35.580386,2-21mha,Zum Mallen 1307,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,7/8/2017,7/9/2017,7/21/2017,8/15/2017,9512,14486,4725.3,13,,1.33E+07,1.19E+07,49
35017250180000,-97.81814069,35.66668655,-97.820216,35.696366,1406 1h-15x,Frank,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/9/2017,6/10/2017,6/26/2017,9/23/2017,8205,18885,10146,17,,2.17E+07,2.20E+07,40
35073256580000,-97.74173,35.95664,-97.743706,35.969553,4-9mh,Hoskins 1705,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/23/2017,6/24/2017,7/4/2017,12/2/2017,7155,12160,4754.75,11,,1.17E+07,6633430.452,39
35043235180000,-98.815653,36.11654,-98.816713,36.145341,1915 1h-8x,Goss,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/9/2017,6/10/2017,7/3/2017,9/16/2017,9687,20100,9892.35,24,,2.04E+07,1.83E+07,
35049251340000,-97.30928802,34.7045288,-97.30928802,34.7045288,1-21-16uwh,John Kent,Oil & Gas,Horizontal,Yes,Rimrock Resource Operating,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,6/13/2017,6/14/2017,7/23/2017,1/15/2018,7082,18344,10698.9,40,,1.84E+07,2.49E+07,42
35051241560000,-98.03791,35.29036,-98.03791,35.29036,1h-03,Pinkston,Oil & Gas,Horizontal,Yes,Travis Peak Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,6/4/2017,6/5/2017,8/9/2017,8/31/2017,13541,18165,4392.8,66,,1.44E+07,1.32E+07,54.5
35011234970000,-98.4916,35.82743,-98.491588,35.840909,1-29h,Peoples,Oil,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/13/2014,9/14/2014,11/17/2014,12/20/2014,11114,15944,4588.5,65,,6360667,6039207.209,48
35015232470000,-98.46581038,35.21900572,-98.46581038,35.21900572,28-1hr,Mockingbird,Other,Horizontal,No,Forestar Oil & Gas,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Hoxbar,Undetermined,10/6/2014,10/7/2014,12/25/2014,3/16/2015,10364,14790,4204.7,80,,4026601,7110602.916,36
35017246850000,-97.716549,35.624241,-97.716045,35.638447,3-1h,Horseshoe,Oil,Horizontal,No,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Hunton,Undetermined,6/26/2014,6/27/2014,8/13/2014,9/19/2014,7777,12516,4502.05,48,,1.16E+07,3239867.271,48
35017246880000,-97.859581,35.421549,-97.859581,35.421549,1-17h,Radcliff,Oil,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Hunton,Hillsdale N,7/12/2014,7/13/2014,8/23/2014,9/26/2014,9504,14266,4523.9,42,,7152659,9099312.723,50.200001
35017246890000,-98.26125,35.7102,-98.26125,35.7102,1-4h,Miller,Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Meramec,Undetermined,7/19/2014,7/20/2014,8/27/2014,9/26/2014,11074,16160,4831.7,39,,6156093,6012929.76,59
35017246980000,-98.074078,35.652277,-98.073216,35.672446,1h,Emma 29,Oil,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Meramec,Undetermined,9/14/2014,9/15/2014,10/20/2014,1/21/2015,10284,20735,9928.45,36,,6981900,1.47E+07,
35017247010000,-98.237161,35.638976,-98.2338049,35.65278263,4h,Gordon 35-14N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,1/7/2015,1/8/2015,2/14/2015,9/14/2015,12399,17689,5025.5,38,,8114163,9004418.918,
35017247040000,-98.231679,35.639151,-98.23380163,35.65250976,7h,Gordon 35-14N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,3/30/2015,3/31/2015,4/28/2015,9/8/2015,12353,17471,4862.1,29,,8795320,8621756.908,
35017247060000,-98.207737,35.71129,-98.21571166,35.73015182,1-1h,Estep,Oil,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,11/25/2014,11/26/2014,1/2/2015,1/31/2015,11356,16015,4426.05,38,,7366789,9052363.275,40
35017247080000,-97.836356,35.420244,-97.839738,35.399519,1-21wh,Meyer 1106,Oil,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Hunton,Yukon SW,11/17/2014,11/18/2014,12/16/2014,1/8/2015,9532,14702,4911.5,29,,8144023,8635680.001,45
35017247090000,-98.255329,35.638969,-98.2514761,35.65144625,4-34h,Phillips,Oil,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,10/31/2014,11/1/2014,11/27/2014,10/3/2015,12585,17366,4541.95,27,,1.08E+07,1.28E+07,65
35017247210000,-98.164726,35.610053,-98.164002,35.623397,8h,Haley 9-13-9,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,12/4/2014,12/5/2014,1/6/2015,3/8/2015,11992,16667,4441.25,33,,7439331,9209265.016,
35017247220000,-97.88865,35.62465,-97.889271,35.653104,1h-36x,Stine,Oil,Horizontal,No,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Hunton,Richland,12/1/2014,12/2/2014,12/25/2014,2/2/2015,8947,19375,9906.6,24,,9086154,1.31E+07,47
35017247270000,-98.250879,35.639067,-98.25147645,35.65159323,12-34h,Phillips,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,12/17/2014,12/18/2014,1/18/2015,9/23/2015,12555,17354,4559.05,32,,7655321,1.79E+07,63
35017247290000,-98.122194,35.537582,-98.123015,35.550954,2h,Williamson 2-12N-9W,Oil,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Hoxbar,Undetermined,1/16/2015,1/17/2015,2/10/2015,4/2/2015,8619,13931,5046.4,25,,3302325,3207306.858,
35017247310000,-98.309779,35.639141,-98.309779,35.639141,1-31h,Sherwood,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,1/7/2015,1/8/2015,2/16/2015,4/11/2015,12288,17045,4519.15,40,,8286876,9097389.109,56
35019260760000,-97.49813,34.2609,-97.500658,34.2885,1-27-22xh,Mauldin,Oil,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Sycamore,Healdton,6/6/2014,6/7/2014,8/24/2014,10/18/2014,13893,20199,5990.7,79,,1.12E+07,5477736.404,50
35019260820000,-96.932503,34.260886,-96.924166,34.26416,1-25h30,Fred,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Hunton,Baum,7/29/2014,7/30/2014,8/28/2014,4/23/2015,8171,14346,5866.25,30,,9804228,5027938.541,43
35019260840000,-96.94212975,34.2670291,-96.924131,34.267614,3-25h30,Fred,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Woodford,Baum N,7/23/2014,7/24/2014,10/23/2014,4/23/2015,7948,14170,5910.9,92,,9622035,4973116.39,43
35019261580000,-97.5295,34.27511,-97.5295,34.27511,1-20h,Howry Trust,Oil,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Springer,Whiskey Creek,12/29/2014,12/30/2014,3/1/2015,3/22/2015,11332,15835,4277.85,62,,7136596,4766554.299,
35019261590000,-97.54161388,34.30300944,-97.54161388,34.30300944,1-17-20xh,Gretta,Oil,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Sycamore,Whiskey Creek,12/27/2014,12/28/2014,2/24/2015,2/22/2016,12553,12670,,59,,1.58E+07,9538242.334,56
35039224490000,-98.668384,35.740414,-98.668377,35.764458,1-27-22xh,Akin,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Custer,Anadarko Basin-Anadarko,Woodford,Crane SE,11/18/2014,11/19/2014,2/15/2015,4/22/2015,13584,22508,8477.8,89,,1.11E+07,6284454.849,49.5
35047248920000,-97.70398,36.24647,-97.70398,36.24647,35-m3h,Eddie Mack,Oil,Horizontal,Yes,Longfellow Energy,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,7/5/2014,7/6/2014,7/29/2014,10/9/2014,6414,11085,4437.45,24,,3331424,3435353.301,
35047249100000,-97.87292,36.20374,-97.873881,36.189064,19-m4h,Arlene,Oil,Horizontal,No,Longfellow Energy,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,9/10/2014,9/11/2014,10/7/2014,12/26/2014,7217,11915,4463.1,27,,7864485,3491652.731,
